0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.02,0.021,0.022,0.023,0.024,0.025,0.026,0.027,0.028,0.029,0.03,0.031,0.032,0.033,0.034,0.035,0.036,0.037,0.038,0.039,0.04,0.041,0.042,0.043,0.044,0.045,0.046,0.047,0.048,0.049,0.05
0.000115,0.000226,0.000332,0.000434,0.00053,0.000622,0.000709,0.000792,0.000869,0.000942,0.001011,0.001074,0.001133,0.001187,0.001237,0.001282,0.001322,0.001357,0.001388,0.001414,0.001435,0.001451,0.001463,0.00147,0.001472,0.00147,0.001463,0.001451,0.001435,0.001414,0.001388,0.001357,0.001322,0.001282,0.001237,0.001187,0.001133,0.001074,0.001011,0.000942,0.000869,0.000792,0.000709,0.000622,0.00053,0.000434,0.000332,0.000226,0.000115,0.0
