;y;V
0;0;0
1;0,00122508;0,139013
2;0,00257811;0,219157
3;0,00379211;0,276564
4;0,00507821;0,308547
5;0,00659947;0,323144
6;0,00752344;0,321687
7;0,00881211;0,285441
8;0,0106199;0,242507
9;0,011318;0,183535
10;0,0124887;0,116514
11;0,014;0
